date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:35:47	71471/71471	---M-Z	200	added ('OK')	text/html	etag:%221172f-55342c9ac1c00-gzip%22	http://frontend.big-skins.com/seiko/html/blog-grid-2.html	C:/My%20Web%20Sites/fe1/frontend.big-skins.com/seiko/html/blog-grid-2.html	(from http://frontend.big-skins.com/seiko/html/)
20:35:48	74597/74597	---M-Z	200	added ('OK')	text/html	etag:%2212365-55342c9caa080-gzip%22	http://frontend.big-skins.com/seiko/html/blog-grid-3.html	C:/My%20Web%20Sites/fe1/frontend.big-skins.com/seiko/html/blog-grid-3.html	(from http://frontend.big-skins.com/seiko/html/)
20:35:48	77819/77819	---M-Z	200	added ('OK')	text/html	etag:%2212ffb-55342c9caa080-gzip%22	http://frontend.big-skins.com/seiko/html/blog-grid-4.html	C:/My%20Web%20Sites/fe1/frontend.big-skins.com/seiko/html/blog-grid-4.html	(from http://frontend.big-skins.com/seiko/html/)
20:35:49	74393/74393	---M-Z	200	added ('OK')	text/html	etag:%2212299-55342c9caa080-gzip%22	http://frontend.big-skins.com/seiko/html/blog-single.html	C:/My%20Web%20Sites/fe1/frontend.big-skins.com/seiko/html/blog-single.html	(from http://frontend.big-skins.com/seiko/html/)
20:35:49	73562/73562	---M-Z	200	added ('OK')	text/html	etag:%2211f5a-55342ca07a980-gzip%22	http://frontend.big-skins.com/seiko/html/faq.html	C:/My%20Web%20Sites/fe1/frontend.big-skins.com/seiko/html/faq.html	(from http://frontend.big-skins.com/seiko/html/)
20:35:50	83987/83987	---M-Z	200	added ('OK')	text/html	etag:%2214813-55342c9ac1c00-gzip%22	http://frontend.big-skins.com/seiko/html/about.html	C:/My%20Web%20Sites/fe1/frontend.big-skins.com/seiko/html/about.html	(from http://frontend.big-skins.com/seiko/html/)
20:35:51	62360/62360	---M-Z	200	added ('OK')	text/html	etag:%22f398-55342c9ac1c00-gzip%22	http://frontend.big-skins.com/seiko/html/404.html	C:/My%20Web%20Sites/fe1/frontend.big-skins.com/seiko/html/404.html	(from http://frontend.big-skins.com/seiko/html/)
20:35:51	70655/70655	---M-Z	200	added ('OK')	text/html	etag:%22113ff-55342ca07a980-gzip%22	http://frontend.big-skins.com/seiko/html/contact.html	C:/My%20Web%20Sites/fe1/frontend.big-skins.com/seiko/html/contact.html	(from http://frontend.big-skins.com/seiko/html/)
20:35:51	91924/91924	---M-Z	200	added ('OK')	text/html	etag:%2216714-55342cb38d680-gzip%22	http://frontend.big-skins.com/seiko/html/typography.html	C:/My%20Web%20Sites/fe1/frontend.big-skins.com/seiko/html/typography.html	(from http://frontend.big-skins.com/seiko/html/)
20:35:52	13120/13120	---M-Z	200	added ('OK')	text/html	etag:%223340-55342ca07a980-gzip%22	http://frontend.big-skins.com/seiko/html/coming-soon.html	C:/My%20Web%20Sites/fe1/frontend.big-skins.com/seiko/html/coming-soon.html	(from http://frontend.big-skins.com/seiko/html/)
20:35:52	65276/65276	---M-Z	200	added ('OK')	text/html	etag:%22fefc-55342caa04000-gzip%22	http://frontend.big-skins.com/seiko/html/login.html	C:/My%20Web%20Sites/fe1/frontend.big-skins.com/seiko/html/login.html	(from http://frontend.big-skins.com/seiko/html/)
20:35:53	62435/62435	---M-Z	200	added ('OK')	text/html	etag:%22f3e3-55342c9caa080-gzip%22	http://frontend.big-skins.com/seiko/html/cart-empty.html	C:/My%20Web%20Sites/fe1/frontend.big-skins.com/seiko/html/cart-empty.html	(from http://frontend.big-skins.com/seiko/html/)
20:35:53	84201/84201	---M-Z	200	added ('OK')	text/html	etag:%22148e9-55342cb38d680-gzip%22	http://frontend.big-skins.com/seiko/html/wishlist.html	C:/My%20Web%20Sites/fe1/frontend.big-skins.com/seiko/html/wishlist.html	(from http://frontend.big-skins.com/seiko/html/)
20:36:00	48438/48438	---M--	200	added ('OK')	image/jpeg	etag:%22bd36-543fe97dab400%22	http://frontend.big-skins.com/seiko/html/images/layout/layout-1.jpg	C:/My%20Web%20Sites/fe1/frontend.big-skins.com/seiko/html/images/layout/layout-1.jpg	(from http://frontend.big-skins.com/seiko/html/)
